ecole	sexe	age	adresse	fam_taille	parents	Mscol	Pscol	Mtravail	Ptravail	raisonChoix	adulReferent	tempsTrajet	tempsEtude	redoublement	soutienPedagoSup	soutienPedagoFamille	coursSup	activPara	creche	souhaitUniv	internet	relAmour	relationFamille	tempsLibre	sortiesAmis	alcoolSem	alcoolWeek	etatSante	absences	noteTrim1	noteTrim2	noteTrim3
GP	F	18	R	>3	ensembles	2	2	at_home	other	pref_cours	mere	2	4	0	non	non	non	oui	oui	oui	non	non	4	4	4	1	1	4	0	10	9	0
GP	F	17	U	>3	ensembles	3	4	services	other	pref_cours	mere	1	3	0	non	non	non	non	oui	oui	oui	non	4	4	5	1	3	5	16	16	15	15
GP	F	19	R	>3	separes	3	1	services	at_home	proche_maison	autre	1	3	1	non	non	oui	non	oui	oui	non	non	5	4	3	1	2	5	12	14	13	13
GP	F	17	U	>3	ensembles	3	2	other	other	proche_maison	mere	1	2	0	non	oui	oui	non	oui	oui	oui	oui	4	3	2	2	3	2	0	7	8	0
GP	F	18	U	<=3	ensembles	3	3	services	services	proche_maison	mere	1	4	0	non	oui	non	non	oui	oui	oui	non	5	3	3	1	1	1	7	16	15	17
GP	F	17	R	>3	separes	3	2	other	other	proche_maison	mere	1	2	0	non	oui	oui	non	oui	oui	oui	non	4	3	3	2	3	2	4	9	10	10
GP	F	19	U	>3	ensembles	2	1	services	services	proche_maison	autre	1	3	1	non	non	oui	oui	oui	oui	oui	oui	4	3	4	1	3	3	4	11	12	11
GP	M	18	U	>3	ensembles	4	4	teacher	services	proche_maison	pere	1	2	1	non	oui	non	oui	oui	oui	oui	non	4	3	3	2	2	2	0	10	10	0
GP	M	18	U	<=3	ensembles	3	4	services	other	proche_maison	mere	1	2	0	non	non	non	oui	oui	oui	oui	oui	4	3	3	1	3	5	11	16	15	15
GP	F	17	U	>3	separes	2	2	at_home	at_home	proche_maison	pere	1	2	1	non	oui	non	non	oui	oui	oui	oui	3	3	1	1	2	4	0	9	8	0
GP	F	18	U	>3	ensembles	2	3	at_home	other	pref_cours	mere	1	3	0	non	oui	non	non	oui	oui	oui	non	4	3	3	1	2	3	4	11	10	10
GP	F	18	U	>3	ensembles	3	2	other	services	autre	mere	1	3	0	non	non	non	non	oui	oui	oui	oui	5	4	3	2	3	1	7	13	13	14
GP	M	18	R	>3	ensembles	4	3	teacher	services	pref_cours	mere	1	3	0	non	non	non	non	oui	oui	oui	oui	5	3	2	1	2	4	9	16	15	16
GP	M	18	U	>3	ensembles	4	3	teacher	other	pref_cours	mere	1	3	0	non	oui	oui	non	oui	oui	oui	oui	5	4	5	2	3	5	0	10	10	9
GP	F	17	U	>3	ensembles	4	3	health	other	reput_ecole	mere	1	3	0	non	oui	oui	oui	oui	oui	oui	oui	4	4	3	1	3	4	0	13	15	15
MS	M	18	R	>3	ensembles	3	2	other	other	pref_cours	mere	2	1	1	non	oui	non	non	non	oui	oui	non	2	5	5	5	5	5	10	11	13	13
MS	M	19	R	>3	ensembles	1	1	other	services	proche_maison	autre	3	2	3	non	non	non	non	oui	oui	oui	non	5	4	4	3	3	2	8	8	7	8
MS	M	17	U	>3	ensembles	3	3	health	other	pref_cours	mere	2	2	0	non	oui	oui	non	oui	oui	oui	non	4	5	4	2	3	3	2	13	13	13
MS	M	18	U	<=3	ensembles	1	3	at_home	services	pref_cours	mere	1	1	1	non	non	non	non	oui	non	oui	oui	4	3	3	2	3	3	7	8	7	8
MS	M	19	R	>3	ensembles	1	1	other	other	proche_maison	autre	3	1	1	non	oui	non	non	oui	oui	oui	non	4	4	4	3	3	5	4	8	8	8
MS	M	17	R	>3	ensembles	4	3	services	other	proche_maison	mere	2	2	0	non	oui	oui	oui	non	oui	oui	oui	4	5	5	1	3	2	4	13	11	11
MS	F	18	U	>3	ensembles	3	3	services	services	pref_cours	pere	1	2	0	non	oui	non	non	oui	oui	non	oui	5	3	4	1	1	5	0	10	9	9
MS	F	17	R	>3	ensembles	4	4	teacher	services	autre	pere	2	2	0	non	oui	oui	oui	oui	oui	oui	non	4	3	3	1	2	5	4	12	13	13
MS	F	17	U	<=3	separes	3	2	services	other	reput_ecole	mere	2	2	0	non	non	non	non	oui	oui	non	oui	1	2	3	1	2	5	2	12	12	11
MS	M	18	U	<=3	ensembles	1	1	other	services	proche_maison	pere	2	1	0	non	non	non	non	non	oui	oui	oui	3	3	2	1	2	3	4	10	10	10
MS	F	18	U	<=3	ensembles	1	1	at_home	services	pref_cours	pere	2	3	0	non	non	non	non	oui	oui	oui	non	5	3	2	1	1	4	0	18	16	16
MS	F	18	R	<=3	separes	1	4	at_home	other	pref_cours	mere	3	2	0	non	non	non	non	oui	oui	non	oui	4	3	4	1	4	5	0	13	13	13
MS	M	18	R	<=3	ensembles	1	1	at_home	other	autre	mere	2	2	1	non	non	non	oui	non	non	non	non	4	4	3	2	3	5	2	13	12	12
MS	F	18	U	>3	ensembles	3	3	services	services	autre	mere	2	2	0	non	oui	non	non	oui	oui	oui	oui	4	3	2	1	3	3	0	11	11	10
MS	F	17	U	<=3	ensembles	4	4	at_home	at_home	pref_cours	mere	1	2	0	non	oui	oui	oui	oui	oui	oui	oui	2	3	4	1	1	1	0	16	15	15
MS	F	17	R	>3	ensembles	1	2	other	services	pref_cours	pere	2	2	0	non	non	non	non	non	oui	non	non	3	2	2	1	2	3	0	12	11	12
MS	M	18	R	>3	ensembles	1	3	at_home	other	pref_cours	mere	2	2	0	non	oui	oui	non	oui	oui	non	non	3	3	4	2	4	3	4	10	10	10
MS	M	18	U	<=3	ensembles	4	4	teacher	services	autre	mere	2	3	0	non	non	oui	non	oui	oui	oui	oui	4	2	2	2	2	5	0	13	13	13
MS	F	17	R	>3	ensembles	1	1	other	services	reput_ecole	mere	3	1	1	non	oui	oui	non	oui	oui	oui	oui	5	2	1	1	2	1	0	7	6	0
MS	F	18	U	>3	ensembles	2	3	at_home	services	pref_cours	pere	2	1	0	non	oui	oui	non	oui	oui	oui	oui	5	2	3	1	2	4	0	11	10	10
MS	F	18	R	>3	ensembles	4	4	other	teacher	autre	pere	3	2	0	non	oui	oui	non	non	oui	oui	oui	3	2	2	4	2	5	10	14	12	11
MS	F	19	U	<=3	ensembles	3	2	services	services	proche_maison	autre	2	2	2	non	non	non	oui	oui	oui	non	oui	3	2	2	1	1	3	4	7	7	9
MS	M	18	R	<=3	ensembles	1	2	at_home	services	autre	pere	3	1	0	non	oui	oui	oui	oui	non	oui	oui	4	3	3	2	3	3	3	14	12	12
MS	F	17	U	>3	ensembles	2	2	other	at_home	proche_maison	mere	1	3	0	non	non	non	oui	oui	oui	non	oui	3	4	3	1	1	3	8	13	11	11
MS	F	17	R	>3	ensembles	1	2	other	other	pref_cours	mere	1	1	0	non	non	non	oui	oui	oui	oui	non	3	5	5	1	3	1	14	6	5	5
MS	F	18	R	<=3	ensembles	4	4	other	other	reput_ecole	mere	2	3	0	non	non	non	non	oui	oui	oui	non	5	4	4	1	1	1	0	19	18	19
MS	F	18	R	>3	ensembles	1	1	other	other	proche_maison	mere	4	3	0	non	non	non	non	oui	oui	oui	non	4	3	2	1	2	4	2	8	8	10
MS	F	20	U	>3	ensembles	4	2	health	other	pref_cours	autre	2	3	2	non	oui	oui	non	non	oui	oui	oui	5	4	3	1	1	3	4	15	14	15
MS	F	18	R	<=3	ensembles	4	4	teacher	services	pref_cours	mere	1	2	0	non	non	oui	oui	oui	oui	oui	non	5	4	3	3	4	2	4	8	9	10
MS	F	18	U	>3	ensembles	3	3	other	other	proche_maison	mere	1	2	0	non	non	oui	non	oui	oui	oui	oui	4	1	3	1	2	1	0	15	15	15
MS	F	17	R	>3	ensembles	3	1	at_home	other	reput_ecole	mere	1	2	0	non	oui	oui	oui	non	oui	oui	non	4	5	4	2	3	1	17	10	10	10
MS	M	18	U	>3	ensembles	4	4	teacher	teacher	proche_maison	pere	1	2	0	non	non	oui	oui	non	oui	oui	non	3	2	4	1	4	2	4	15	14	14
MS	M	18	R	>3	ensembles	2	1	other	other	autre	mere	2	1	0	non	non	non	oui	non	oui	oui	oui	4	4	3	1	3	5	5	7	6	7
MS	M	17	U	>3	ensembles	2	3	other	services	proche_maison	pere	2	2	0	non	non	non	oui	oui	oui	oui	non	4	4	3	1	1	3	2	11	11	10
MS	M	19	R	>3	ensembles	1	1	other	services	autre	mere	2	1	1	non	non	non	non	oui	oui	non	non	4	3	2	1	3	5	0	6	5	0
MS	M	18	R	>3	ensembles	4	2	other	other	proche_maison	pere	2	1	1	non	non	oui	non	oui	oui	non	non	5	4	3	4	3	3	14	6	5	5
MS	F	18	R	>3	ensembles	2	2	at_home	other	autre	mere	2	3	0	non	non	oui	non	oui	oui	non	non	5	3	3	1	3	4	2	10	9	10
MS	F	18	R	>3	ensembles	4	4	teacher	at_home	reput_ecole	mere	3	1	0	non	oui	oui	oui	oui	oui	oui	oui	4	4	3	2	2	5	7	6	5	6
MS	F	19	R	>3	ensembles	2	3	services	other	pref_cours	mere	1	3	1	non	non	non	oui	non	oui	oui	non	5	4	2	1	2	5	0	7	5	0
MS	F	18	U	<=3	ensembles	3	1	teacher	services	pref_cours	mere	1	2	0	non	oui	oui	non	oui	oui	oui	non	4	3	4	1	1	1	0	7	9	8
MS	F	18	U	>3	ensembles	1	1	other	other	pref_cours	mere	2	2	1	non	non	non	oui	oui	oui	non	non	1	1	1	1	1	5	0	6	5	0
MS	M	20	U	<=3	separes	2	2	services	services	pref_cours	autre	1	2	2	non	oui	oui	non	oui	oui	non	non	5	5	4	4	5	4	11	9	9	9
MS	M	17	U	<=3	ensembles	3	1	services	services	pref_cours	mere	2	1	0	non	non	non	non	non	oui	oui	non	2	4	5	3	4	2	3	14	16	16
MS	M	21	R	>3	ensembles	1	1	other	other	pref_cours	autre	1	1	3	non	non	non	non	non	oui	non	non	5	5	3	3	3	3	3	10	8	7
MS	M	18	R	<=3	ensembles	3	2	services	other	pref_cours	mere	3	1	0	non	non	non	non	non	oui	oui	non	4	4	1	3	4	5	0	11	12	10
MS	M	19	U	<=3	ensembles	1	1	other	at_home	pref_cours	pere	1	1	0	non	non	non	non	oui	oui	oui	non	3	2	3	3	3	5	5	8	9	9
